0020 -> 8359 :   -> 荙
5E9E -> 7CA8 : 庞 -> 粨
5E9F -> 5051 : 废 -> 偑
5EA0 -> 567C : 庠 -> 噼
5EA1 -> 615F : 庡 -> 慟
5EA2 -> 4092 : 庢 -> 䂒
5EA3 -> 3C5E : 庣 -> 㱞
5EA4 -> 36E2 : 庤 -> 㛢
5EA5 -> 6DE6 : 庥 -> 淦
5EA6 -> 9EF0 : 度 -> 黰
5EA7 -> 4F99 : 座 -> 侙
5EA8 -> 39C1 : 庨 -> 㧁
5EA9 -> 8F6C : 庩 -> 转
5EAA -> 94C6 : 庪 -> 铆
5EAB -> 82DD : 庫 -> 苝
5EAC -> 4A2E : 庬 -> 䨮
5EAD -> 488B : 庭 -> 䢋
5EAE -> 9E90 : 庮 -> 麐
5EAF -> 97FC : 庯 -> 韼
5EB0 -> 5BFB : 庰 -> 寻
5EB1 -> 4F60 : 庱 -> 你
5EB2 -> 966A : 庲 -> 陪
5EB3 -> 7427 : 庳 -> 琧
5EB4 -> 9470 : 庴 -> 鑰
5EB5 -> 5683 : 庵 -> 嚃
5EB6 -> 9CCA : 庶 -> 鳊
5EB7 -> 46D5 : 康 -> 䛕
5EB8 -> 5367 : 庸 -> 卧
5EB9 -> 864C : 庹 -> 虌
5EBA -> 5427 : 庺 -> 吧
5EBB -> 7765 : 庻 -> 睥
5EBC -> 80B2 : 庼 -> 育
5EBD -> 74C1 : 庽 -> 瓁
5EBE -> 6665 : 庾 -> 晥
5EBF -> 5B0D : 庿 -> 嬍
5EC0 -> 6161 : 廀 -> 慡
5EC1 -> 0441 : 廁 -> с
5EC2 -> 8D20 : 廂 -> 贠
5EC3 -> 8C8D : 廃 -> 貍
5EC4 -> 3FDF : 廄 -> 㿟
5EC5 -> 5F93 : 廅 -> 従
5EC6 -> 944D : 廆 -> 鑍
5EC7 -> 9939 : 廇 -> 餹
5EC8 -> 7BAE : 廈 -> 箮
5EC9 -> 77C9 : 廉 -> 矉
5ECA -> 9433 : 廊 -> 鐳
5ECB -> 8E62 : 廋 -> 蹢
5ECC -> 7C9C : 廌 -> 粜
5ECD -> 344B : 廍 -> 㑋
5ECE -> 9864 : 廎 -> 顤
5ECF -> 67D1 : 廏 -> 柑
5ED0 -> 7FB3 : 廐 -> 羳
5ED1 -> 5A93 : 廑 -> 媓
5ED2 -> 7B46 : 廒 -> 筆
5ED3 -> 49C9 : 廓 -> 䧉
5ED4 -> 627E : 廔 -> 找
5ED5 -> 5861 : 廕 -> 塡
5ED6 -> 8DFF : 廖 -> 跿
5ED7 -> 6363 : 廗 -> 捣
5ED8 -> 99A1 : 廘 -> 馡
5ED9 -> 5407 : 廙 -> 吇
5EDA -> 4C0C : 廚 -> 䰌
5EDB -> 3DCC : 廛 -> 㷌
5EDC -> 8793 : 廜 -> 螓
5EDD -> 9173 : 廝 -> 酳
5EDE -> 8E15 : 廞 -> 踕
5EDF -> 4170 : 廟 -> 䅰
5EE0 -> 35D1 : 廠 -> 㗑
5EE1 -> 5E07 : 廡 -> 帇
5EE2 -> 8DAB : 廢 -> 趫
5EE3 -> 6411 : 廣 -> 搑
5EE4 -> 39DB : 廤 -> 㧛
5EE5 -> 7FE1 : 廥 -> 翡
5EE6 -> 35E0 : 廦 -> 㗠
5EE7 -> 7D26 : 廧 -> 紦
5EE8 -> 4858 : 廨 -> 䡘
5EE9 -> 7A1C : 廩 -> 稜
5EEA -> 5223 : 廪 -> 刣
5EEB -> 8811 : 廫 -> 蠑
5EEC -> 6692 : 廬 -> 暒
5EED -> 93CE : 廭 -> 鏎
5EEE -> 3821 : 廮 -> 㠡
5EEF -> 6B8D : 廯 -> 殍
5EF0 -> 666C : 廰 -> 晬
5EF1 -> 98E9 : 廱 -> 飩
5EF2 -> 5C8E : 廲 -> 岎
5EF3 -> 91E3 : 廳 -> 釣
5EF4 -> 8DDF : 廴 -> 跟
5EF5 -> 31CC : 廵 -> ㇌
5EF6 -> 96CE : 延 -> 雎
5EF7 -> 7394 : 廷 -> 玔
5EF8 -> 3C18 : 廸 -> 㰘
5EF9 -> 8F70 : 廹 -> 轰
5EFA -> 61EC : 建 -> 懬
5EFB -> 25BD : 廻 -> ▽
5EFC -> 8223 : 廼 -> 舣
5EFD -> E83C : 廽 -> 
5EFE -> 68CF : 廾 -> 棏
5EFF -> 7396 : 廿 -> 玖
5F00 -> 3B8D : 开 -> 㮍
5F01 -> 5C1C : 弁 -> 尜
5F02 -> 7E65 : 异 -> 繥
5F03 -> 2172 : 弃 -> ⅲ
5F04 -> 7F9D : 弄 -> 羝
5F05 -> 3AC2 : 弅 -> 㫂
5F06 -> FF2F : 弆 -> Ｏ
5F07 -> 4470 : 弇 -> 䑰
5F08 -> 0063 : 弈 -> c
5F09 -> 8C92 : 弉 -> 貒
5F0A -> 9A4D : 弊 -> 驍
5F0B -> 9D8F : 弋 -> 鶏
5F0C -> 2468 : 弌 -> ⑨
5F0D -> 6DA4 : 弍 -> 涤
5F0E -> 3B91 : 弎 -> 㮑
5F0F -> 8472 : 式 -> 葲
5F10 -> 00C4 : 弐 -> Ä
5F11 -> 5C22 : 弑 -> 尢
5F12 -> 372F : 弒 -> 㜯
5F13 -> 3500 : 弓 -> 㔀
5F14 -> 8537 : 弔 -> 蔷
5F15 -> 5999 : 引 -> 妙
5F16 -> 878F : 弖 -> 螏
5F17 -> 8390 : 弗 -> 莐
5F18 -> 9CAF : 弘 -> 鲯
5F19 -> 843A : 弙 -> 萺
5F1A -> 56C7 : 弚 -> 囇
5F1B -> 3F23 : 弛 -> 㼣
5F1C -> 4934 : 弜 -> 䤴
5F1D -> 52E6 : 弝 -> 勦
5F1E -> 4A61 : 弞 -> 䩡
5F1F -> 9ED7 : 弟 -> 黗
5F20 -> 86ED : 张 -> 蛭
5F21 -> 82B4 : 弡 -> 芴
5F22 -> 9EE7 : 弢 -> 黧
5F23 -> 3F04 : 弣 -> 㼄
5F24 -> 9600 : 弤 -> 阀
5F25 -> 8103 : 弥 -> 脃
5F26 -> FF29 : 弦 -> Ｉ
5F27 -> 4B7B : 弧 -> 䭻
5F28 -> 58FB : 弨 -> 壻
5F29 -> 842F : 弩 -> 萯
5F2A -> 6708 : 弪 -> 月
5F2B -> 2480 : 弫 -> ⒀
5F2C -> 6E6D : 弬 -> 湭
5F2D -> 555C : 弭 -> 啜
5F2E -> 46C7 : 弮 -> 䛇
5F2F -> 5939 : 弯 -> 夹
5F30 -> 5782 : 弰 -> 垂
5F31 -> 8A06 : 弱 -> 訆
5F32 -> 93DF : 弲 -> 鏟
5F33 -> 6B84 : 弳 -> 殄
5F34 -> 3E74 : 弴 -> 㹴
5F35 -> 8F8A : 張 -> 辊
5F36 -> 58E0 : 弶 -> 壠
5F37 -> 51FE : 強 -> 凾
5F38 -> 8AA8 : 弸 -> 誨
5F39 -> 6082 : 弹 -> 悂
5F3A -> E7F0 : 强 -> 
5F3B -> 5EBB : 弻 -> 庻
5F3C -> 6C29 : 弼 -> 氩
5F3D -> 3756 : 弽 -> 㝖
5F3E -> 5026 : 弾 -> 倦
5F3F -> 437B : 弿 -> 䍻
5F40 -> 82EA : 彀 -> 苪
5F41 -> 8C86 : 彁 -> 貆
5F42 -> 529F : 彂 -> 功
5F43 -> 2491 : 彃 -> ⒑
5F44 -> 3530 : 彄 -> 㔰
5F45 -> 5EDB : 彅 -> 廛
5F46 -> 470F : 彆 -> 䜏
5F47 -> 44E7 : 彇 -> 䓧
5F48 -> 56C4 : 彈 -> 囄
5F49 -> 5119 : 彉 -> 儙
5F4A -> 4D46 : 彊 -> 䵆
5F4B -> E83A : 彋 -> 
5F4C -> 5CF5 : 彌 -> 峵
5F4D -> 3DF2 : 彍 -> 㷲
5F4E -> 7EA5 : 彎 -> 纥
5F4F -> 533A : 彏 -> 区
5F50 -> 83FB : 彐 -> 菻
5F51 -> 6F4B : 彑 -> 潋
5F52 -> 7E1B : 归 -> 縛
5F53 -> 3E7D : 当 -> 㹽
5F54 -> 44D8 : 彔 -> 䓘
5F55 -> 76EC : 录 -> 盬
5F56 -> 4EFE : 彖 -> 仾
5F57 -> 9EFC : 彗 -> 黼
5F58 -> 61B8 : 彘 -> 憸
5F59 -> 7B93 : 彙 -> 箓
5F5A -> 6013 : 彚 -> 怓
5F5B -> 842B : 彛 -> 萫
5F5C -> 6259 : 彜 -> 扙
5F5D -> 7342 : 彝 -> 獂
5F5E -> 6C30 : 彞 -> 氰
5F5F -> 9801 : 彟 -> 頁
5F60 -> 7EDB : 彠 -> 绛
5F61 -> 415A : 彡 -> 䅚
5F62 -> 54FC : 形 -> 哼
5F63 -> 6725 : 彣 -> 朥
5F64 -> 7DCA : 彤 -> 緊
5F65 -> 7068 : 彥 -> 灨
5F66 -> 5C6D : 彦 -> 屭
5F67 -> 70A9 : 彧 -> 炩
5F68 -> 361D : 彨 -> 㘝
5F69 -> 6D8D : 彩 -> 涍
5F6A -> 4038 : 彪 -> 䀸
5F6B -> 300C : 彫 -> 「
5F6C -> 6B7F : 彬 -> 歿
5F6D -> 48D7 : 彭 -> 䣗
5F6E -> 8C10 : 彮 -> 谐
5F6F -> 9752 : 彯 -> 青
5F70 -> 677E : 彰 -> 松
5F71 -> 98F8 : 影 -> 飸
5F72 -> 7D41 : 彲 -> 絁
5F73 -> 5BDB : 彳 -> 寛
5F74 -> 96E8 : 彴 -> 雨
5F75 -> 9C4E : 彵 -> 鱎
5F76 -> 5317 : 彶 -> 北
5F77 -> 55DF : 彷 -> 嗟
5F78 -> 8D9C : 彸 -> 趜
5F79 -> 8567 : 役 -> 蕧
5F7A -> 4BDB : 彺 -> 䯛
5F7B -> 449A : 彻 -> 䒚
5F7C -> 768A : 彼 -> 皊
5F7D -> 971D : 彽 -> 霝
5F7E -> 5283 : 彾 -> 劃
5F7F -> 5903 : 彿 -> 夃
5F80 -> 3EA6 : 往 -> 㺦
5F81 -> 9AD9 : 征 -> 髙
5F82 -> 62BC : 徂 -> 押
5F83 -> 6CB3 : 徃 -> 河
5F84 -> 51E0 : 径 -> 几
5F85 -> 4DB8 : 待 -> 䶸
5F86 -> 7486 : 徆 -> 璆
5F87 -> 75F8 : 徇 -> 痸
5F88 -> 7238 : 很 -> 爸
5F89 -> 6E5F : 徉 -> 湟
5F8A -> 311C : 徊 -> ㄜ
5F8B -> 70C9 : 律 -> 烉
5F8C -> 252E : 後 -> ┮
5F8D -> 3E48 : 徍 -> 㹈
5F8E -> 4A00 : 徎 -> 䨀
5F8F -> 88DF : 徏 -> 裟
5F90 -> 5719 : 徐 -> 圙
5F91 -> 9F64 : 徑 -> 齤
5F92 -> 6F26 : 徒 -> 漦
5F93 -> 6D98 : 従 -> 涘
5F94 -> 5CB2 : 徔 -> 岲
5F95 -> 9479 : 徕 -> 鑹
5F96 -> 4421 : 徖 -> 䐡
5F97 -> 534A : 得 -> 半
5F98 -> 6C7D : 徘 -> 汽
5F99 -> 5BF1 : 徙 -> 寱
5F9A -> 8058 : 徚 -> 聘
5F9B -> 48EE : 徛 -> 䣮
5F9C -> 558A : 徜 -> 喊
5F9D -> 6E61 : 徝 -> 湡
5F9E -> 94F0 : 從 -> 铰
5F9F -> 7BFC : 徟 -> 篼
5FA0 -> 61E2 : 徠 -> 懢
5FA1 -> 56CE : 御 -> 囎
5FA2 -> 7EAB : 徢 -> 纫
5FA3 -> 64F5 : 徣 -> 擵
5FA4 -> 9862 : 徤 -> 顢
5FA5 -> 738F : 徥 -> 玏
5FA6 -> 5047 : 徦 -> 假
5FA7 -> 3FE4 : 徧 -> 㿤
5FA8 -> 9149 : 徨 -> 酉
5FA9 -> 389B : 復 -> 㢛
5FAA -> 7F5B : 循 -> 罛
5FAB -> 7514 : 徫 -> 甔
5FAC -> 8F61 : 徬 -> 轡
5FAD -> 85AE : 徭 -> 薮
5FAE -> 34C1 : 微 -> 㓁
5FAF -> 00E2 : 徯 -> â
5FB0 -> 64F1 : 徰 -> 擱
5FB1 -> 7477 : 徱 -> 瑷
5FB2 -> 5DAC : 徲 -> 嶬
5FB3 -> 78DE : 徳 -> 磞
5FB4 -> 52F8 : 徴 -> 勸
5FB5 -> 5B4C : 徵 -> 孌
5FB6 -> 4ACC : 徶 -> 䫌
5FB7 -> 6450 : 德 -> 摐
5FB8 -> 92EB : 徸 -> 鋫
5FB9 -> 55A2 : 徹 -> 喢
5FBA -> 4B3F : 徺 -> 䬿
5FBB -> 683D : 徻 -> 栽
5FBC -> 44B6 : 徼 -> 䒶
5FBD -> 75AE : 徽 -> 疮
5FBE -> 35C0 : 徾 -> 㗀
5FBF -> 5345 : 徿 -> 卅
5FC0 -> 9AEE : 忀 -> 髮
5FC1 -> 7A85 : 忁 -> 窅
5FC2 -> 82D3 : 忂 -> 苓
5FC3 -> 4C9D : 心 -> 䲝
5FC4 -> 6F5F : 忄 -> 潟
5FC5 -> 7385 : 必 -> 玅
5FC6 -> 4481 : 忆 -> 䒁
5FC7 -> 75E3 : 忇 -> 痣
5FC8 -> 4142 : 忈 -> 䅂
5FC9 -> 6619 : 忉 -> 昙
5FCA -> 6562 : 忊 -> 敢
5FCB -> 6F7E : 忋 -> 潾
5FCC -> 8044 : 忌 -> 聄
5FCD -> 801D : 忍 -> 耝
5FCE -> 9182 : 忎 -> 醂
5FCF -> 9D7B : 忏 -> 鵻
5FD0 -> 54A6 : 忐 -> 咦
5FD1 -> 56C0 : 忑 -> 囀
5FD2 -> 36D6 : 忒 -> 㛖
5FD3 -> 9F1E : 忓 -> 鼞
5FD4 -> 368C : 忔 -> 㚌
5FD5 -> 6CFB : 忕 -> 泻
5FD6 -> 9603 : 忖 -> 阃
5FD7 -> 6339 : 志 -> 挹
5FD8 -> 5C18 : 忘 -> 尘
5FD9 -> 3DB1 : 忙 -> 㶱
5FDA -> 34A2 : 忚 -> 㒢
5FDB -> 970B : 忛 -> 霋
5FDC -> FE3F : 応 -> ︿
5FDD -> 613A : 忝 -> 愺
5FDE -> 8020 : 忞 -> 耠
5FDF -> 366B : 忟 -> 㙫
5FE0 -> 9337 : 忠 -> 錷
5FE1 -> 4AB7 : 忡 -> 䪷
5FE2 -> 9C06 : 忢 -> 鰆
5FE3 -> 5330 : 忣 -> 匰
5FE4 -> 3781 : 忤 -> 㞁
5FE5 -> 3B52 : 忥 -> 㭒
5FE6 -> 392F : 忦 -> 㤯
5FE7 -> 7B6E : 忧 -> 筮
5FE8 -> 5356 : 忨 -> 卖
5FE9 -> 7C67 : 忩 -> 籧
5FEA -> 4225 : 忪 -> 䈥
5FEB -> 6829 : 快 -> 栩
5FEC -> 9F26 : 忬 -> 鼦
5FED -> 8EC7 : 忭 -> 軇
5FEE -> 486B : 忮 -> 䡫
5FEF -> 54CF : 忯 -> 哏
5FF0 -> 7014 : 忰 -> 瀔
5FF1 -> 9F57 : 忱 -> 齗
5FF2 -> 7045 : 忲 -> 灅
5FF3 -> 54F7 : 忳 -> 哷
5FF4 -> 3AF3 : 忴 -> 㫳
5FF5 -> 702C : 念 -> 瀬
5FF6 -> 903C : 忶 -> 逼
5FF7 -> 5696 : 忷 -> 嚖
5FF8 -> 4FC9 : 忸 -> 俉
5FF9 -> 6D38 : 忹 -> 洸
5FFA -> 6DC2 : 忺 -> 淂
5FFB -> 98E8 : 忻 -> 飨
5FFC -> 3836 : 忼 -> 㠶
5FFD -> FF2C : 忽 -> Ｌ
5FFE -> 9CD3 : 忾 -> 鳓
5FFF -> 8EB6 : 忿 -> 躶
6000 -> 8584 : 怀 -> 薄
6001 -> FFE1 : 态 -> ￡
6002 -> 9237 : 怂 -> 鈷
6003 -> 3F01 : 怃 -> 㼁
6004 -> 9A6A : 怄 -> 驪
6005 -> 7312 : 怅 -> 猒
6006 -> 791C : 怆 -> 礜
6007 -> 6D96 : 怇 -> 涖
6008 -> 50D0 : 怈 -> 僐
6009 -> 0022 : 怉 -> "
600A -> 002A : 怊 -> *
600B -> 73D4 : 怋 -> 珔
600C -> 3A36 : 怌 -> 㨶
600D -> 67FF : 怍 -> 柿
600E -> 68B4 : 怎 -> 梴
600F -> 6B1C : 怏 -> 欜
6010 -> 4A87 : 怐 -> 䪇
6011 -> 9A66 : 怑 -> 驦
6012 -> 4D61 : 怒 -> 䵡
6013 -> 3F17 : 怓 -> 㼗
6014 -> 61F7 : 怔 -> 懷
6015 -> 606E : 怕 -> 恮
6016 -> 398B : 怖 -> 㦋
6017 -> 7E9B : 怗 -> 纛
6018 -> 9F6B : 怘 -> 齫
6019 -> 9A47 : 怙 -> 驇
601A -> 94DA : 怚 -> 铚
601B -> 9AE8 : 怛 -> 髨
601C -> 63B7 : 怜 -> 掷
601D -> 73BB : 思 -> 玻
601E -> 427B : 怞 -> 䉻
601F -> 644D : 怟 -> 摍
6020 -> 3A7E : 怠 -> 㩾
6021 -> 5698 : 怡 -> 嚘
6022 -> 94D8 : 怢 -> 铘
6023 -> 9A1C : 怣 -> 騜
6024 -> 4041 : 怤 -> 䁁
6025 -> 3B01 : 急 -> 㬁
6026 -> 3BB1 : 怦 -> 㮱
6027 -> 80FB : 性 -> 胻
6028 -> 9480 : 怨 -> 钀
6029 -> 4233 : 怩 -> 䈳
602A -> 354C : 怪 -> 㕌
602B -> 5F9D : 怫 -> 徝
602C -> 3C8E : 怬 -> 㲎
602D -> 6042 : 怭 -> 恂
602E -> 7D33 : 怮 -> 紳
602F -> 965E : 怯 -> 陞
6030 -> 6CD5 : 怰 -> 法
6031 -> 532B : 怱 -> 匫
6032 -> 69D6 : 怲 -> 槖
6033 -> 8197 : 怳 -> 膗
6034 -> 89BD : 怴 -> 覽
6035 -> 7EB9 : 怵 -> 纹
6036 -> 4A6C : 怶 -> 䩬
6037 -> 443E : 怷 -> 䐾
6038 -> 676D : 怸 -> 杭
6039 -> 73F7 : 怹 -> 珷
603A -> 62CD : 怺 -> 拍
603B -> 93D4 : 总 -> 鏔
603C -> 630F : 怼 -> 挏
603D -> 79F7 : 怽 -> 秷
603E -> 9AB8 : 怾 -> 骸
603F -> 95F5 : 怿 -> 闵
6040 -> 592E : 恀 -> 央
6041 -> 6C23 : 恁 -> 氣
6042 -> 518B : 恂 -> 冋
6043 -> 61DF : 恃 -> 懟
6044 -> 87DB : 恄 -> 蟛
6045 -> 345F : 恅 -> 㑟
6046 -> 65F9 : 恆 -> 旹
6047 -> 831F : 恇 -> 茟
6048 -> 79BB : 恈 -> 离
6049 -> 8294 : 恉 -> 芔
604A -> 99FD : 恊 -> 駽
604B -> 7496 : 恋 -> 璖
604C -> 82C1 : 恌 -> 苁
604D -> 201D : 恍 -> ”
604E -> 48F5 : 恎 -> 䣵
604F -> 577F : 恏 -> 坿
6050 -> 5374 : 恐 -> 却
6051 -> 46B3 : 恑 -> 䚳
6052 -> 9536 : 恒 -> 锶
6053 -> 7DA4 : 恓 -> 綤
6054 -> 7EF8 : 恔 -> 绸
6055 -> 4FA1 : 恕 -> 価
6056 -> 3B24 : 恖 -> 㬤
6057 -> 5E78 : 恗 -> 幸
6058 -> 96BF : 恘 -> 隿
6059 -> 4AC4 : 恙 -> 䫄
605A -> FE49 : 恚 -> ﹉
605B -> 2568 : 恛 -> ╨
605C -> 8BEF : 恜 -> 误
605D -> 6E4D : 恝 -> 湍
605E -> 9468 : 恞 -> 鑨
605F -> 695C : 恟 -> 楜
6060 -> 9EC4 : 恠 -> 黄
6061 -> 54F2 : 恡 -> 哲
6062 -> 9039 : 恢 -> 逹
6063 -> 785B : 恣 -> 硛
6064 -> 348F : 恤 -> 㒏
6065 -> 8D47 : 恥 -> 赇
6066 -> 56B2 : 恦 -> 嚲
6067 -> 54AB : 恧 -> 咫
6068 -> 627A : 恨 -> 扺
6069 -> 76EE : 恩 -> 目
606A -> 69AB : 恪 -> 榫
606B -> 6862 : 恫 -> 桢
606C -> 38CB : 恬 -> 㣋
606D -> 39E1 : 恭 -> 㧡
606E -> 85D0 : 恮 -> 藐
606F -> 90CE : 息 -> 郎
6070 -> 3B67 : 恰 -> 㭧
6071 -> 73E6 : 恱 -> 珦
6072 -> 671B : 恲 -> 望
6073 -> 887D : 恳 -> 衽
6074 -> 6E32 : 恴 -> 渲
6075 -> 7168 : 恵 -> 煨
6076 -> 8415 : 恶 -> 萕
6077 -> 5AC5 : 恷 -> 嫅
6078 -> 59BD : 恸 -> 妽
6079 -> 5346 : 恹 -> 卆
607A -> 545D : 恺 -> 呝
607B -> 6334 : 恻 -> 挴
607C -> 847D : 恼 -> 葽
607D -> 893E : 恽 -> 褾
607E -> 41DF : 恾 -> 䇟
607F -> 7DE6 : 恿 -> 緦
6080 -> 9FB8 : 悀 -> 龸
6081 -> 43CA : 悁 -> 䏊
6082 -> 8E0A : 悂 -> 踊
6083 -> 6115 : 悃 -> 愕
6084 -> 5DC1 : 悄 -> 巁
6085 -> 4172 : 悅 -> 䅲
6086 -> 8F40 : 悆 -> 轀
6087 -> 6CC9 : 悇 -> 泉
6088 -> 818F : 悈 -> 膏
6089 -> 8807 : 悉 -> 蠇
608A -> 679C : 悊 -> 果
608B -> 8EE4 : 悋 -> 軤
608C -> 56D3 : 悌 -> 囓
608D -> 3075 : 悍 -> ふ
608E -> 8F18 : 悎 -> 輘
608F -> 8BD8 : 悏 -> 诘
6090 -> 8318 : 悐 -> 茘
6091 -> 8180 : 悑 -> 膀
6092 -> 81B2 : 悒 -> 膲
6093 -> 6831 : 悓 -> 栱
6094 -> 3F9A : 悔 -> 㾚
6095 -> 535C : 悕 -> 卜
6096 -> 43EE : 悖 -> 䏮
6097 -> 5B15 : 悗 -> 嬕
6098 -> 5022 : 悘 -> 倢
6099 -> 8373 : 悙 -> 荳
609A -> 5EA3 : 悚 -> 庣
609B -> 52E1 : 悛 -> 勡
609C -> 7C96 : 悜 -> 粖
609D -> 55AF : 悝 -> 喯
609E -> 8DF5 : 悞 -> 践
609F -> 7F5E : 悟 -> 罞
60A0 -> 647F : 悠 -> 摿
60A1 -> 6604 : 悡 -> 昄
60A2 -> 444C : 悢 -> 䑌
60A3 -> 34A0 : 患 -> 㒠
60A4 -> 99F3 : 悤 -> 駳
60A5 -> E76C : 悥 -> 
60A6 -> 875E : 悦 -> 蝞
60A7 -> 8E8C : 悧 -> 躌
60A8 -> 740E : 您 -> 琎
60A9 -> 7058 : 悩 -> 灘
60AA -> 6E1E : 悪 -> 渞
60AB -> 300D : 悫 -> 」
60AC -> 5960 : 悬 -> 奠
60AD -> 9EDA : 悭 -> 黚
60AE -> 6CF6 : 悮 -> 泶
60AF -> 8216 : 悯 -> 舖
60B0 -> 6FBF : 悰 -> 澿
60B1 -> 486C : 悱 -> 䡬
60B2 -> 769F : 悲 -> 皟
60B3 -> 5D52 : 悳 -> 嵒
60B4 -> 80A4 : 悴 -> 肤
60B5 -> 838E : 悵 -> 莎
60B6 -> 4F0F : 悶 -> 伏
60B7 -> 7F98 : 悷 -> 羘
60B8 -> 3BB8 : 悸 -> 㮸
60B9 -> 9792 : 悹 -> 鞒
60BA -> 968E : 悺 -> 階
60BB -> 642A : 悻 -> 搪
60BC -> 8AEE : 悼 -> 諮
60BD -> 63B5 : 悽 -> 掵
60BE -> 9540 : 悾 -> 镀
60BF -> 7B12 : 悿 -> 笒
60C0 -> 4D88 : 惀 -> 䶈
60C1 -> 6EFB : 惁 -> 滻
60C2 -> 354E : 惂 -> 㕎
60C3 -> 74AA : 惃 -> 璪
60C4 -> 5333 : 惄 -> 匳
60C5 -> 5BDC : 情 -> 寜
60C6 -> 79A1 : 惆 -> 禡
60C7 -> 7EB6 : 惇 -> 纶
60C8 -> 64DE : 惈 -> 擞
60C9 -> 4360 : 惉 -> 䍠
60CA -> 5215 : 惊 -> 刕
60CB -> 9F65 : 惋 -> 齥
60CC -> 930C : 惌 -> 錌
60CD -> 3617 : 惍 -> 㘗
60CE -> 6CFE : 惎 -> 泾
60CF -> 9D85 : 惏 -> 鶅
60D0 -> 5690 : 惐 -> 嚐
60D1 -> 7358 : 惑 -> 獘
60D2 -> 30AB : 惒 -> カ
60D3 -> 3F92 : 惓 -> 㾒
60D4 -> 5F43 : 惔 -> 彃
60D5 -> 6DF1 : 惕 -> 深
60D6 -> 36F1 : 惖 -> 㛱
60D7 -> 489B : 惗 -> 䢛
60D8 -> 907C : 惘 -> 遼
60D9 -> 6863 : 惙 -> 档
60DA -> 7E40 : 惚 -> 繀
60DB -> 7744 : 惛 -> 睄
60DC -> 5915 : 惜 -> 夕
60DD -> 5D77 : 惝 -> 嵷
60DE -> 7932 : 惞 -> 礲
60DF -> 3D48 : 惟 -> 㵈
60E0 -> 8F06 : 惠 -> 輆
60E1 -> 69A4 : 惡 -> 榤
60E2 -> 8FBF : 惢 -> 辿
60E3 -> 3D57 : 惣 -> 㵗
60E4 -> 34EF : 惤 -> 㓯
60E5 -> 5DEF : 惥 -> 巯
60E6 -> 5C3F : 惦 -> 尿
60E7 -> 5E38 : 惧 -> 常
60E8 -> 40F7 : 惨 -> 䃷
60E9 -> 31D7 : 惩 -> ㇗
60EA -> 92E8 : 惪 -> 鋨
60EB -> 7122 : 惫 -> 焢
60EC -> 7AAA : 惬 -> 窪
60ED -> 6378 : 惭 -> 捸
60EE -> 3D28 : 惮 -> 㴨
60EF -> 51F9 : 惯 -> 凹
60F0 -> 67B5 : 惰 -> 枵
60F1 -> 6047 : 惱 -> 恇
60F2 -> 426A : 惲 -> 䉪
60F3 -> 6051 : 想 -> 恑
60F4 -> 73BE : 惴 -> 玾
60F5 -> 595D : 惵 -> 奝
60F6 -> 6183 : 惶 -> 憃
60F7 -> 8D3A : 惷 -> 贺
60F8 -> 4C94 : 惸 -> 䲔
60F9 -> 4C38 : 惹 -> 䰸
60FA -> 9781 : 惺 -> 鞁
60FB -> 8582 : 惻 -> 薂
60FC -> 8DE7 : 惼 -> 跧
60FD -> 789F : 惽 -> 碟
60FE -> 7B10 : 惾 -> 笐
60FF -> 8E9A : 惿 -> 躚
6100 -> 3DC4 : 愀 -> 㷄
6101 -> 9766 : 愁 -> 靦
6102 -> 40EF : 愂 -> 䃯
6103 -> 8342 : 愃 -> 荂
6104 -> 57D8 : 愄 -> 埘
6105 -> 5B9D : 愅 -> 宝
6106 -> 8DCF : 愆 -> 跏
6107 -> 63C9 : 愇 -> 揉
6108 -> 50EE : 愈 -> 僮
6109 -> 2495 : 愉 -> ⒕
610A -> 9B4E : 愊 -> 魎
610B -> 4D98 : 愋 -> 䶘
610C -> 4B2F : 愌 -> 䬯
610D -> 9543 : 愍 -> 镃
610E -> 4FFB : 愎 -> 俻
610F -> 9F97 : 意 -> 龗
6110 -> 649C : 愐 -> 撜
6111 -> 420D : 愑 -> 䈍
6112 -> 4624 : 愒 -> 䘤
6113 -> 96D0 : 愓 -> 雐
6114 -> 65BD : 愔 -> 施
6115 -> 6972 : 愕 -> 楲
6116 -> 6ABF : 愖 -> 檿
6117 -> 4663 : 愗 -> 䙣
6118 -> 5674 : 愘 -> 噴
6119 -> 601E : 愙 -> 怞
611A -> 8F1E : 愚 -> 輞
611B -> 8056 : 愛 -> 聖
611C -> 3D40 : 愜 -> 㵀
611D -> 425F : 愝 -> 䉟
611E -> 0448 : 愞 -> ш
611F -> 5A46 : 感 -> 婆
6120 -> 735C : 愠 -> 獜
6121 -> 7041 : 愡 -> 灁
6122 -> 59B9 : 愢 -> 妹
6123 -> 00B9 : 愣 -> ¹
6124 -> 5760 : 愤 -> 坠
6125 -> 6AEA : 愥 -> 櫪
6126 -> 9BC0 : 愦 -> 鯀
6127 -> 9CC2 : 愧 -> 鳂
6128 -> 759E : 愨 -> 疞
6129 -> 79C1 : 愩 -> 私
612A -> 6FB1 : 愪 -> 澱
612B -> 909D : 愫 -> 邝
612C -> 7793 : 愬 -> 瞓
612D -> 73AE : 愭 -> 玮
612E -> 445F : 愮 -> 䑟
